rank,finalWorth,category,personName,age,country,gender,source,status
130,13700,Construction & Engineering,Diane Hendricks,76,United States,F,Building supplies,U
130,13700,Technology,Jan Koum,47,United States,M,WhatsApp,U
133,13300,Sports,Jerry Jones,80,United States,M,Dallas Cowboys,U
133,13300,Energy,George Kaiser,80,United States,M,"Oil & gas, banking",U
133,13300,Real Estate,Joseph Lau,71,Hong Kong,M,Real estate,D
136,13200,Automotive,Lu Xiangyang,60,China,M,"Automobiles, batteries",D
137,13100,Real Estate,Harry Triguboff,90,Australia,M,Real estate,U
138,12900,Finance & Investments,Uday Kotak,64,India,M,Banking,D
138,12900,Sports,Stanley Kroenke,75,United States,M,"Sports, real estate",U
140,12600,Energy,Mikhail Fridman,58,United Kingdom,M,"Oil, banking, telecom",U
141,12300,Energy,Sarath Ratanavadi,57,Thailand,M,Energy,U
142,12200,Metals & Mining,Dang Yanbao,50,China,M,Coal,D
142,12200,Healthcare,Jiang Rensheng & family,69,China,M,Vaccines,D
144,12100,Automotive,Shahid Khan,72,United States,M,Auto parts,U
145,12000,Technology,Laurene Powell Jobs & family,59,United States,F,"Apple, Disney",D
146,11800,Diversified,Robert Kuok,99,Hong Kong,M,"Palm oil, shipping, property",U
147,11600,Real Estate,Stephen Ross,82,United States,M,Real estate,U
148,11500,Technology,Pavel Durov,38,United Arab Emirates,M,Messaging app,D
148,11500,Healthcare,Andreas Struengmann & family,73,Germany,M,Pharmaceuticals,D
148,11500,Healthcare,Thomas Struengmann & family,73,Germany,M,Pharmaceuticals,D
151,11400,Food & Beverage,Liu Hanyuan,59,China,M,Agribusiness,D
151,11400,Fashion & Retail,Michael Rubin,50,United States,M,Online retail,U
153,11300,Finance & Investments,Israel Englander,74,United States,M,Hedge funds,D
153,11300,Manufacturing,Viatcheslav Kantor,69,Israel,M,"Fertilizer, real estate",U
153,11300,Manufacturing,Anthony Pratt,62,Australia,M,Manufacturing,D
153,11300,Finance & Investments,Mikhail Prokhorov,57,Switzerland,M,Investments,U
157,11100,Fashion & Retail,Giorgio Armani,88,Italy,M,Luxury goods,U
157,11100,Fashion & Retail,Johann Rupert & family,72,South Africa,M,Luxury goods,U
159,11000,Finance & Investments,Gong Hongjia & family,58,Hong Kong,M,Video surveillance,D
159,11000,Technology,Zhang Zhidong,51,China,M,Internet media,D
161,10900,Finance & Investments,Philip Anschutz,83,United States,M,"Energy, sports, entertainment",E
161,10900,Fashion & Retail,Judy Love & family,85,United States,F,Gas stations,U
161,10900,Fashion & Retail,Ricardo Salinas Pliego & family,67,Mexico,M,"Retail, media",D
164,10700,Media & Entertainment,Donald Newhouse,93,United States,M,Media,D
165,10600,Sports,Robert Kraft,81,United States,M,"Manufacturing, New England Patriots",U
165,10600,Food & Beverage,Marcel Herrmann Telles,73,Brazil,M,Beer,U
167,10500,Finance & Investments,Suleiman Kerimov & family,57,Russia,M,Gold,U
167,10500,Fashion & Retail,Sky Xu,39,China,M,E-commerce,U
167,10500,Finance & Investments,Changpeng Zhao,45,United Arab Emirates,M,Cryptocurrency exchange,D
170,10300,Finance & Investments,Andrew Beal,70,United States,M,"Banks, real estate",U
171,10200,Technology,Mike Cannon-Brookes,43,Australia,M,Software,D
171,10200,Healthcare,Carl Cook,60,United States,M,Medical devices,D
171,10200,Technology,David Duffield,82,United States,M,Business software,D
171,10200,Energy,Jeffery Hildebrand,64,United States,M,Oil,U
171,10200,Manufacturing,Viktor Rashnikov,74,Russia,M,Steel,U
171,10200,Technology,Eduardo Saverin,41,Singapore,M,Facebook,D
171,10200,Automotive,Georg Schaeffler,58,Germany,M,Auto parts,U
171,10200,Fashion & Retail,Christy Walton,74,United States,F,Walmart,U
179,10100,Technology,Scott Farquhar,43,Australia,M,Software,D
179,10100,Diversified,Quek Leng Chan,81,Malaysia,M,"Banking, property",D
179,10100,Real Estate,Wu Yajun,59,China,F,Real estate,D
182,10000,Energy,Autry Stephens,85,United States,M,Oil,U
183,9900,Service,Liu Yongxing,74,China,M,Diversified,D
184,9800,Diversified,Vinod Adani,74,United Arab Emirates,M,"Infrastructure, commodities",Split Family Fortune
184,9800,Fashion & Retail,Nicolas Puech,80,Switzerland,M,Hermes,U
184,9800,Logistics,"Jacques Saadé, Jr.",51,France,M,Shipping,Split Family Fortune
184,9800,Logistics,Rodolphe Saadé,53,France,M,Shipping,Split Family Fortune
184,9800,Logistics,Tanya Saadé Zeenny,55,France,F,Shipping,Split Family Fortune
184,9800,Finance & Investments,Melker Schorling & family,75,Sweden,M,Investments,D
190,9700,Manufacturing,Andrei Guriev & family,63,Russia,M,Fertilizers,U
190,9700,Finance & Investments,Michael Kim,59,South Korea,M,Private equity,U
190,9700,Technology,Lei Jun,53,China,M,Smartphones,D
190,9700,Manufacturing,Friedhelm Loh,76,Germany,M,Manufacturing,U
190,9700,Healthcare,Sun Piaoyang,64,China,M,Pharmaceuticals,D
195,9600,Technology,Rick Cohen & family,70,United States,M,Warehouse automation,N
195,9600,Energy,Jin Baofang,70,China,M,Solar panels,D
195,9600,Manufacturing,Luo Liguo & family,67,China,M,Chemicals,D
195,9600,Food & Beverage,Marijke Mars,58,United States,F,"Candy, pet food",U
195,9600,Food & Beverage,Pamela Mars,62,United States,F,"Candy, pet food",U
195,9600,Food & Beverage,Valerie Mars,64,United States,F,"Candy, pet food",U
195,9600,Food & Beverage,Victoria Mars,66,United States,F,"Candy, pet food",U
202,9500,Finance & Investments,Vincent Bolloré & family,71,France,M,Investments,U
202,9500,Diversified,Jim Pattison,94,Canada,M,Diversified,D
204,9400,Healthcare,Ernesto Bertarelli,57,Switzerland,M,"Biotech, investments",U
204,9400,Technology,Wang Xing,44,China,M,Food delivery,D
206,9300,Technology,Brian Chesky,41,United States,M,Airbnb,D
206,9300,Manufacturing,James Dyson,75,United Kingdom,M,Vacuums,U
208,9200,Diversified,Roman Abramovich & family,56,Russia,M,"Steel, investments",U
208,9200,Diversified,Antonia Ax:son Johnson & family,79,Sweden,F,Diversified,U
208,9200,Energy,Daniel Kretinsky,47,Czech Republic,M,"Energy, investments",U
208,9200,Media & Entertainment,John Malone,82,United States,M,Cable television,U
208,9200,Technology,Azim Premji,77,India,M,Software services,D
208,9200,Finance & Investments,Charles Schwab,85,United States,M,Discount brokerage,D
208,9200,Fashion & Retail,Eric Smidt,63,United States,M,Hardware stores,U
215,9000,Technology,David Cheriton,72,United States,M,Google,D
215,9000,Metals & Mining,Ivan Glasenberg,66,Switzerland,M,Mining,D
215,9000,Real Estate,Alexander Otto,55,Germany,M,Real estate,D
215,9000,Food & Beverage,Anthony von Mandl,73,Canada,M,Alcoholic beverages,U
215,9000,Manufacturing,Wang Liping & family,57,China,M,Hydraulic machinery,U
220,8900,Food & Beverage,Finn Rausing,68,United Kingdom,M,Packaging,D
220,8900,Food & Beverage,Jorn Rausing,63,United Kingdom,M,Packaging,D
220,8900,Food & Beverage,Kirsten Rausing,70,United Kingdom,F,Packaging,D
223,8800,Fashion & Retail,Tatyana Bakalchuk,47,Russia,F,Ecommerce,U
223,8800,Technology,John Doerr,71,United States,M,Venture capital,D
223,8800,Technology,Richard Liu,49,China,M,E-commerce,D
223,8800,Technology,Dustin Moskovitz,38,United States,M,Facebook,D
223,8800,Technology,Pierre Omidyar,55,United States,M,"EBay, PayPal",D
223,8800,Energy,Pei Zhenhua,64,China,M,Batteries,D
223,8800,Energy,Carrie Perrodo & family,72,United Kingdom,F,Oil,U
230,8700,Manufacturing,Chen Jianhua,52,China,M,Chemicals,U
230,8700,Fashion & Retail,Michael Otto,79,Germany,M,"Retail, real estate",D
232,8600,Finance & Investments,Leon Black,71,United States,M,Private equity,D
232,8600,Finance & Investments,Graeme Hart,67,New Zealand,M,Investments,D
232,8600,Food & Beverage,Ravi Jaipuria,68,India,M,"Soft drinks, fast food",U
232,8600,Technology,Hasso Plattner & family,79,Germany,M,Software,U
232,8600,Food & Beverage,Carlos Alberto Sicupira & family,75,Switzerland,M,Beer,U
232,8600,Real Estate,Manuel Villar,73,Philippines,M,Real estate,U
232,8600,Technology,Andreas von Bechtolsheim & family,67,United States,M,Google,D
239,8500,Finance & Investments,"Chase Coleman, III.",47,United States,M,Investments,D
239,8500,Fashion & Retail,Ann Walton Kroenke,74,United States,F,Walmart,D
239,8500,Manufacturing,Li Zhenguo & family,55,China,M,Solar wafers and modules,D
242,8400,Media & Entertainment,Jim Kennedy,75,United States,M,"Media, automotive",U
242,8400,Metals & Mining,Nicky Oppenheimer & family,77,South Africa,M,Diamonds,D
242,8400,Media & Entertainment,Blair Parry-Okeden,72,Australia,F,"Media, automotive",U
242,8400,Metals & Mining,Zheng Shuliang & family,77,China,F,Aluminum products,D
246,8300,Fashion & Retail,John Morris,75,United States,M,Sporting goods retail,U
246,8300,Fashion & Retail,Stefano Pessina,81,Monaco,M,Drugstores,D
246,8300,Finance & Investments,Francine von Finck & family,,Switzerland,F,Investments,D
249,8200,Real Estate,Francis Choi,75,Hong Kong,M,Real estate,U
249,8200,Energy,German Khan,61,Russia,M,"Oil, banking, telecom",U
249,8200,Diversified,Abdulsamad Rabiu,62,Nigeria,M,"Cement, sugar",U
249,8200,Finance & Investments,George Roberts,79,United States,M,Private equity,U
249,8200,Real Estate,Kushal Pal Singh,91,India,M,Real estate,D
249,8200,Real Estate,Wang Jianlin,68,China,M,Real estate,D
249,8200,Real Estate,Yang Huiyan & family,41,China,F,Real estate,D
256,8100,Diversified,Laurent Dassault,69,France,M,Diversified,D
256,8100,Diversified,Thierry Dassault,66,France,M,Diversified,D
256,8100,Food & Beverage,Tilman Fertitta,65,United States,M,"Houston Rockets, entertainment",U
256,8100,Diversified,Marie-Hélène Habert-Dassault,58,France,F,Diversified,D
256,8100,Gambling & Casinos,Karel Komarek,54,Switzerland,M,"Oil and gas, IT, lotteries",U
261,8000,Technology,Nathan Blecharczyk,39,United States,M,Airbnb,D
261,8000,Energy,Leonid Fedun,66,Russia,M,Oil,U
261,8000,Fashion & Retail,Bernard Marcus,93,United States,M,Home Depot,D
261,8000,Finance & Investments,Patrick Ryan,85,United States,M,Insurance,E
261,8000,Finance & Investments,Robert F. Smith,60,United States,M,Private equity,U
261,8000,Metals & Mining,Pavel Tykac,58,Czech Republic,M,Coal mines,U
261,8000,Finance & Investments,Eric Wittouck,76,Monaco,M,Investments,D
268,7900,Finance & Investments,Orlando Bravo,52,United States,M,Private equity,U
268,7900,Fashion & Retail,Ding Shizhong,52,China,M,Sports apparel,U
268,7900,Fashion & Retail,Nancy Walton Laurie,71,United States,F,Walmart,D
268,7900,Technology,Jay Y. Lee,54,South Korea,M,Samsung,D
268,7900,Finance & Investments,Ramzi Musallam,54,United States,M,Private equity,U
268,7900,Finance & Investments,David Shaw,72,United States,M,Hedge funds,U
268,7900,Metals & Mining,Andrei Skoch & family,57,Russia,M,Metals and mining,U
268,7900,Diversified,Georg Stumpf,50,Austria,M,"Real estate, construction",E
276,7800,Telecom,Rocco Commisso,73,United States,M,Telecom,U
276,7800,Manufacturing,Li Shuirong & family,66,China,M,Petrochemicals,D
276,7800,Manufacturing,Lin Shu-hong,94,Taiwan,M,Petrochemicals,U
276,7800,Technology,Qi Shi & family,53,China,M,Financial information,D
276,7800,Manufacturing,Yao Liangsong,58,China,M,Furniture,D
276,7800,Fashion & Retail,Zhang Congyuan,75,Taiwan,M,Shoes,D
282,7700,Food & Beverage,Jean-Michel Besnier,55,France,M,Cheese,D
282,7700,Food & Beverage,Marie Besnier Beauvalot,42,France,F,Cheese,D
282,7700,Media & Entertainment,David Geffen,80,United States,M,"Movies, record labels",D
282,7700,Technology,Robin Li,54,China,M,Internet search,U
282,7700,Service,Liu Yonghao & family,71,China,M,Agribusiness,D
282,7700,Technology,Henry Samueli,68,United States,M,Semiconductors,U
282,7700,Healthcare,Reinhold Schmieding,68,United States,M,Medical devices,U
282,7700,Real Estate,Ivar Tollefsen,61,Norway,M,Real estate,U
290,7600,Energy,Cao Renxian,54,China,M,Photovoltaic equipment,D
290,7600,Healthcare,Hasmukh Chudgar & family,89,India,M,Pharmaceuticals,U
290,7600,Manufacturing,Andrew Currie,67,United Kingdom,M,Chemicals,U
290,7600,Technology,Joe Gebbia,41,United States,M,Airbnb,D
290,7600,Real Estate,Philip Ng,64,Singapore,M,Real Estate,Split Family Fortune
290,7600,Manufacturing,John Reece,66,United Kingdom,M,Chemicals,U
290,7600,Real Estate,Leonard Stern,85,United States,M,Real estate,U
290,7600,Technology,Joseph Tsai,59,Hong Kong,M,E-commerce,D
290,7600,Healthcare,Zhong Huijuan,62,China,F,Pharmaceuticals,D
299,7500,Sports,Arthur Blank,80,United States,M,Home Depot,U
299,7500,Fashion & Retail,Charles Butt,85,United States,M,Supermarkets,R
299,7500,Fashion & Retail,Ding Shijia,59,China,M,Sports apparel,D
299,7500,Finance & Investments,"Paul Tudor Jones, II.",68,United States,M,Hedge funds,U
299,7500,Finance & Investments,Henry Kravis,79,United States,M,Private equity,D
299,7500,Food & Beverage,Zhang Yong,52,Singapore,M,Restaurants,U
305,7400,Technology,James Goodnight,80,United States,M,Software,U
305,7400,Manufacturing,Sri Prakash Lohia,70,United Kingdom,M,Petrochemicals,U
305,7400,Fashion & Retail,Ma Jianrong,59,China,M,"Textiles, apparel",D
305,7400,Real Estate,Robert Ng,71,Singapore,M,Real estate,Split Family Fortune
305,7400,Manufacturing,Steven Rales,72,United States,M,"Manufacturing, investments",D
305,7400,Construction & Engineering,Nassef Sawiris,62,Egypt,M,"Construction, investments",D
305,7400,Food & Beverage,Harry Stine,81,United States,M,Agriculture,U
312,7300,Manufacturing,Benu Gopal Bangur,91,India,M,Cement,U
312,7300,Metals & Mining,Iskander Makhmudov,59,Russia,M,"Mining, metals, machinery",U
312,7300,Fashion & Retail,Anders Holch Povlsen,50,Denmark,M,Fashion retail,D
312,7300,Logistics,Enrique Razon Jr.,63,Philippines,M,Ports,U
312,7300,Technology,Wang Laichun,55,China,F,Electronics components,D
317,7200,Finance & Investments,Arthur Dantchik,65,United States,M,"Trading, investments",N
317,7200,Technology,Terry Gou,72,Taiwan,M,Electronics,U
317,7200,Real Estate,Jeff Greene,68,United States,M,"Real estate, investments",U
317,7200,Finance & Investments,Don Hankey,79,United States,M,Auto loans,U
317,7200,Energy,Richard Kinder,78,United States,M,Pipelines,D
317,7200,Finance & Investments,Guillaume Pousaz,41,United Arab Emirates,M,Fintech,D
317,7200,Fashion & Retail,Takahisa Takahara,61,Japan,M,Personal care goods,U
317,7200,Food & Beverage,Zong Qinghou,77,China,M,Beverages,D
325,7100,Technology,Judy Faulkner,79,United States,F,Healthcare software,U
325,7100,Gambling & Casinos,Johann Graf,76,Austria,M,Gambling,U
325,7100,Service,Tamara Gustavson,61,United States,F,Self storage,D
325,7100,Manufacturing,Liang Wengen,66,China,M,Construction equipment,D
325,7100,Healthcare,Frederik Paulsen,72,Switzerland,M,Health care,D
325,7100,Finance & Investments,Wee Cho Yaw,94,Singapore,M,Banking,D
325,7100,Manufacturing,Zhang Hejun,71,China,M,Electronics,U
332,7000,Technology,Marc Benioff,58,United States,M,Business software,D
332,7000,Media & Entertainment,Dmitri Bukhman,37,United Kingdom,M,Online games,D
332,7000,Media & Entertainment,Igor Bukhman,41,United Kingdom,M,Online games,D
332,7000,Technology,Jack Dangermond,77,United States,M,Mapping software,U
332,7000,Manufacturing,Ashwin Dani & family,80,India,M,Paints,D
332,7000,Fashion & Retail,Ralph Lauren,83,United States,M,Apparel,U
332,7000,Real Estate,Law Kar Po,74,Hong Kong,M,Real estate,U
332,7000,Diversified,Rohiqa Cyrus Mistry,55,India,F,Diversified,N
332,7000,Diversified,Shapoor Mistry,58,India,M,Diversified,N
332,7000,Food & Beverage,J. Christopher Reyes,69,United States,M,Food distribution,D
332,7000,Food & Beverage,Jude Reyes,67,United States,M,Food distribution,D
332,7000,Food & Beverage,Don Vultaggio & family,71,United States,M,Beverages,U
344,6900,Diversified,Alejandro Bailleres Gual & family,62,Mexico,M,Diversified,U
344,6900,Diversified,Edythe Broad & family,87,United States,F,"Homebuilding, insurance",E
344,6900,Food & Beverage,Pauline MacMillan Keinath,89,United States,F,Cargill,D
344,6900,Finance & Investments,Philippe Laffont,55,United States,M,Hedge fund,U
344,6900,Technology,Liu Jincheng & family,58,China,M,Lithium batteries,D
344,6900,Real Estate,Igor Olenicoff,80,United States,M,Real estate,U
344,6900,Fashion & Retail,Sandra Ortega Mera,54,Spain,F,Zara,U
344,6900,Healthcare,Ronda Stryker,68,United States,F,Medical equipment,U
352,6800,Energy,Dannine Avara,59,United States,F,Pipelines,U
352,6800,Diversified,Silvio Berlusconi & family,86,Italy,M,Media,D
352,6800,Gambling & Casinos,Denise Coates,55,United Kingdom,F,Online gambling,U
352,6800,Energy,Scott Duncan,40,United States,M,Pipelines,U
352,6800,Energy,Milane Frantz,53,United States,F,Pipelines,U
352,6800,Finance & Investments,"Edward Johnson, IV.",58,United States,M,Fidelity,U
352,6800,Finance & Investments,Yuri Milner,61,United States,M,Tech investments,D
352,6800,Technology,Gordon Moore,94,United States,M,Intel,D
352,6800,Finance & Investments,John Overdeck,53,United States,M,Hedge funds,U
352,6800,Finance & Investments,David Siegel,61,United States,M,Hedge funds,U
352,6800,Diversified,Viktor Vekselberg,65,Russia,M,"Metals, investments",U
352,6800,Technology,Wang Laisheng,58,China,M,Electronics components,D
352,6800,Energy,Randa Duncan Williams,61,United States,F,Pipelines,U
365,6700,Finance & Investments,Ken Fisher,72,United States,M,Money management,U
365,6700,Finance & Investments,Christopher Hohn,56,United Kingdom,M,Hedge funds,D
365,6700,Manufacturing,Kjeld Kirk Kristiansen,75,Denmark,M,Lego,D
365,6700,Manufacturing,Sofie Kirk Kristiansen,47,Denmark,F,Lego,D
365,6700,Manufacturing,Thomas Kirk Kristiansen,44,Denmark,M,Lego,D
365,6700,Healthcare,Massimiliana Landini Aleotti & family,80,Italy,F,Pharmaceuticals,U
365,6700,Automotive,Li Ping,55,China,M,Batteries,D
365,6700,Manufacturing,Lin Jianhua,60,China,M,Solar panel components,Split Family Fortune
365,6700,Manufacturing,Magdalena Martullo-Blocher,54,Switzerland,F,Chemicals,D
365,6700,Telecom,Xavier Niel,55,France,M,"Internet, telecom",D
365,6700,Energy,Terrence Pegula,72,United States,M,Natural gas,U
365,6700,Real Estate,"Edward Roski, Jr.",84,United States,M,Real estate,U
365,6700,Real Estate,John A. Sobrato & family,83,United States,M,Real estate,U
365,6700,Finance & Investments,George Soros,92,United States,M,Hedge funds,D
365,6700,Technology,David Sun,71,United States,M,Computer hardware,U
365,6700,Manufacturing,Agnete Kirk Thinggaard,39,Denmark,F,Lego,D
365,6700,Technology,John Tu,81,United States,M,Computer hardware,U
365,6700,Food & Beverage,Xu Shihui,65,China,M,"Snacks, beverages",D
383,6600,Manufacturing,Rahel Blocher,47,Switzerland,F,Chemicals,D
383,6600,Food & Beverage,Bubba Cathy,68,United States,M,Chick-fil-A,U
383,6600,Food & Beverage,Dan Cathy,70,United States,M,Chick-fil-A,U
383,6600,Food & Beverage,Trudy Cathy White,67,United States,F,Chick-fil-A,U
383,6600,Finance & Investments,Bruce Kovner,78,United States,M,Hedge funds,U
383,6600,Technology,"Henry Nicholas, III.",63,United States,M,Semiconductors,U
383,6600,Finance & Investments,Nadia Thiele,47,Germany,F,Investments,U
390,6500,Finance & Investments,David Bonderman,80,United States,M,Private equity,U
390,6500,Technology,Melinda French Gates,58,United States,F,Microsoft,U
390,6500,Fashion & Retail,Nathan Kirsh,91,Eswatini (Swaziland),M,"Retail, real estate",U
390,6500,Real Estate,Annette Lerner & family,93,United States,F,Real estate,N
390,6500,Real Estate,David Reuben,84,United Kingdom,M,"Investments, real estate",D
390,6500,Diversified,Simon Reuben,81,Monaco,M,"Real estate, investments",D
390,6500,Real Estate,Radovan Vitek,51,Switzerland,M,Real estate,U
397,6400,Finance & Investments,Carl Bennet,71,Sweden,M,Investments,D
397,6400,Sports,Stephen Bisciotti,62,United States,M,"Staffing, Baltimore Ravens",U
397,6400,Finance & Investments,Stanley Druckenmiller,69,United States,M,Hedge funds,D
397,6400,Healthcare,Jian Jun,59,China,F,Biomedical products,U
397,6400,Energy,Alexei Kuzmichev,60,France,M,"Oil, banking, telecom",U
397,6400,Manufacturing,Dmitry Rybolovlev & family,56,Monaco,M,Fertilizer,D
